name,rest_type,dish_liked,rate,votes,location
Chutney Chang,Casual Dining,"Chaat, Chocolate Wonton, Apple Pie, Raj Kachori, Caramel Custard, Momos, Chicken Curry",4.2 /5,4748,Church Street
The Open Box,"Casual Dining, Bar","Cocktails, Mocktails, Pizza, Butter Chicken Burger, Paan Ice Cream, Margarita, Sangria",4.2 /5,2291,St. Marks Road
Delhi Food Point,Quick Bites,"Jeera Rice, Corn Paratha, Paneer Bhurji, Gobhi Matar, Vegetarian, Sweet Lassi, Dal Fry",3.3 /5,912,Koramangala 1st Block
Melt,Casual Dining,"Burgers, Nachos, Fries, White Sauce Pasta, Cheese Pasta, Chicken Burger, Chicken Steak",4.0 /5,115,BTM
Shake It Off,"Beverage Shop, Quick Bites","Paneer Sandwich, Sandwiches, Burgers, Momos, Maggi, Ferrero Rocher Shake, Thick Shakes",4.4/5,658,Jayanagar
Momoz,Quick Bites,"Chicken Momo, Chilli Pork, Chicken Thukpa, Noodles, Manchow Soup, Pork Momo, Veg Momos",3.9/5,186,Kammanahalli
Green Theory,"Casual Dining, Cafe","Potato Skins, Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Kiwi Lemonade",4.2 /5,2855,Residency Road
WelcomCafe Jacaranda - WelcomHotel Bengaluru,Fine Dining,"Fish, Tiramisu, Filter Coffee Ice Cream, Brownie, Biryani, Chicken Korma, Chapa Pulusu",4.0 /5,53,Richmond Road
Flavours Radha Hometel,Casual Dining,"Salads, Gulab Jamun, Breakfast Buffet, Fish, Lunch Buffet, French Toast, Chicken Wings",3.5 /5,185,Whitefield
Sharaab Factory,Bar,"Chicken Curry, Chicken Tikka, Mocktails, Cocktails, Long Island Iced Tea, Draught Beer",3.9 /5,406,Bellandur
Mak n Vak - Fyn,Quick Bites,"Liti Chokha, Chilli Chicken, Chicken Litti, Paratha, Lassi, Pan Fried Momos, Egg Curry",3.9/5,337,HSR
Gramin,Casual Dining,"Chaach, Bhindi Anardana, Thandai, Jal-jeera, Lunch Thali, Sweet Lassi, Crispy Babycorn",4.3 /5,3461,Koramangala 7th Block
Burp,Cafe,"Burgers, Chicken Soup, Minestrone Soup, Pasta, Au Gratin, Veggie Pizza, Chicken Burger",4.0 /5,608,New BEL Road
Stir Fry,Casual Dining,"Spring Roll, Chicken Lollipop, Chaap, Momos, Lamb, Chicken Manchow Soup, Hakka Noodles",4.0 /5,210,Residency Road
Shaken & Stirred,"Bar, Casual Dining","Seekh Kebab, Paneer Tikka, Beer, Fish Tikka, Kala Jamun, Biryani, Long Island Iced Tea",3.9 /5,86,Race Course Road
Akshara,Casual Dining,"Fry Prawns, Biryani, Andhra Thali, Neer Dosa, Kokum Juice, Masala Prawn, Brinjal Curry",4.0 /5,136,Marathahalli
The Vape,Casual Dining,"Pasta Primavera, Mocktails, Cheese Corn Balls, Noodles, Pad Thai, Sushi, Pasta Alfredo",4.0/5,611,HSR
Haji Ali Juice Centre,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich",4.0 /5,152,Koramangala 5th Block
The Rolling Pin,"Bakery, Dessert Parlor","Hot Chocolate, Coffee, Cappuccino, Croissant, Cheesecake, Carrot Cake, Sourdough Bread",4.0/5,74,Indiranagar
Punjabi Times,"Casual Dining, Bar","Papdi Chaat, Thandai, Chole Bhature, Lassi, Paan Ice Cream, Mutton Curry, Paneer Tikka",4.1 /5,1696,Bellandur
Late Night,Quick Bites,"Panneer Butter Masala, Manchurian, Noodles, Tandoori Roti, Naan, Paratha, French Fries",3.7/5,288,Kumaraswamy Layout
Samaikya,Casual Dining,"Andhra Thali, Mutton Biryani, Mutton Fry, Lassi, Chicken Curry, Ragi Mudde, Ulavacharu",3.9 /5,536,HSR
The Hungry Yeti,Casual Dining,"Thukpa, Momos, Garlic Chicken, Sea Food, Manchurian, Vegetable Noodles, Chicken Thupka",4.0 /5,146,Whitefield
CakeWalk,"Dessert Parlor, Bakery","Donut, Chocolate Truffle, Rainbow Cake, Cup Cake, Sandwiches, Eggless Cake, Cheesecake",4.0 /5,366,Koramangala 4th Block
Freshkhilao,Casual Dining,"Chicken Grill, Masala Papad, Shawarma, Mutton Kosha, Paratha, Kalmi Kebab, Gulab Jamun",3.5 /5,377,Brookefield
Sattvam,Casual Dining,"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani",4.3/5,353,JP Nagar
Pappu Chaiwalla,Quick Bites,"Tea, Chocolate Cookies, Ginger Chai, Masala Chai, Poori Bhaji, Sulemani Chai, Sandwich",3.6 /5,141,JP Nagar
Jalsa Gold,Casual Dining,"Phirni, Butter Chicken, Cocktails, Kadhai Paneer, Chicken Curry, Cucumber Juice, Rabri",4.5 /5,3486,Marathahalli
Riwaz - The Ritz-Carlton,"Fine Dining, Bar","Tandoori Broccoli, Dal Makhani, Tamatar Ka Shorba, Kadhai Paneer, Raan, Kulfi, Biryani",4.1/5,270,Residency Road
Balle Balle Dhaba,Quick Bites,"Paratha, Chicken Biryani, Butter Chicken, Lassi, Chilli Paneer, Tandoori Chicken, Naan",3.6/5,195,Kalyan Nagar
New Prashanth Hotel,Casual Dining,"Ragi Mudde, Lemon Chicken, Chilli Chicken, Chicken Curry, Mutton Chops, Mutton Biryani",3.6/5,143,Jayanagar
Royal Biryani Kitchen,Quick Bites,"Mutton Biryani, Dragon Chicken, Chicken Dum Biryani, Vegetable Biryani, Paneer Biryani",3.9 /5,195,BTM
Olive Garden,Casual Dining,"Shawarma, Al Faham Chicken, Noodles, Mutton Chops, Chicken Grill, Sweet Lassi, Biryani",3.7/5,214,Kalyan Nagar
Marigold Fine Dine Restaurant,Casual Dining,"Chicken Satay, Chicken Chettinad, Sea Food, Salads, Pumpkin Soup, Chicken Soup, Mousse",4.0 /5,292,Whitefield
Chai Days,Cafe,"Banana Cake, Ginger Tea, Samosa, Masala Chai, Saffron Chai, Banana Walnut, Ginger Chai",4.5 /5,131,Indiranagar
Kanua,Casual Dining,"Neer Dosa, Murgh Ghee Roast, Sea Food, Crab Fry, Fry Prawns, Biskoot Roti, Prawn Curry",4.4/5,889,Sarjapur Road
Ocean,Casual Dining,"Enchiladas, Pasta, Cocktails, Peri Peri Chicken, Draught Beer, Hot Gulab Jamun, Fajita",3.8 /5,215,Koramangala 6th Block
Upsouth,Quick Bites,"Filter Coffee, Crispy Dosa, Vada, Burgers, Mini Idlis, Ghee Roast Masala Dosa, Paratha",4.1 /5,489,Malleshwaram
Vera Italiano,Casual Dining,"Pasta, Tiramisu, Tomato Soup, Carbonara, Chicken Lasagne, Strawberry Cheesecake, Salad",4.1/5,198,Kalyan Nagar
Chef Baker's,Bakery,"Burgers, Salads, Pizza, Sandwiches, Pesto Pasta, Pasta Alfredo, Chocolate Brownie Bowl",4.0/5,544,Brookefield
Anju's Cafe,Quick Bites,"Sabudana Vada, Akki Rottis, Vegetable Biryani, Coffee, Bhel Puri, Vada Pav, Buttermilk",4.1 /5,150,JP Nagar
Inhouse Burger,Quick Bites,"Burgers, Jerk Chicken Salad, Salads, Lemon Mojito, Lemonade, Chicken Patty, Veg Burger",4.0 /5,173,Marathahalli
Delhi Highway,Casual Dining,"Kheer, Dum Aloo Kashmiri, Lunch Thali, Dahipuri, Tandoori Mushrooms, Buttermilk, Lassi",4.5/5,3219,Indiranagar
The Druid Garden,"Microbrewery, Casual Dining","Beer, Crab Ravioli, Cocktails, Donne Biryani, Chicken Tacos, Tiramisu, Seafood Ravioli",4.3 /5,3077,Sahakara Nagar
Smise,Cafe,"Seafood Pizza, Pasta, Mocktails, Brownie, Tenderloin Burger, Burgers, Exotic Veg Pizza",4.0 /5,1209,Koramangala 4th Block
Dum Pukht Jolly Nabobs - ITC Windsor,Fine Dining,"Jumbo Prawns, Paratha, Shahi Tukda, Tikki, Dumpukht Biryani, Dum Biryani, Subz Biryani",4.3 /5,291,Sankey Road
Lakshmi Natraja Refreshments,Quick Bites,"Podi Masala Dosa, Crispy Masala Dosa, Idli, Vada, Coffee, Paper Plain Dosa, Aloo Palya",4.3 /5,206,Majestic
Indian Coffee House,Quick Bites,"Mutton Cutlets, Filter Coffee, Masala Dosa, Omelette, Vada, Scrambled Eggs, Hot Coffee",3.9/5,1218,Church Street
Mavalli Tiffin Room (MTR),Quick Bites,"Masala Dosa, Pongal, Bisi Bele Bhaath, Curd Vadai, Rava Idli, Filter Coffee, Idli Vada",4.3 /5,356,Malleshwaram
Pin Me Down,Casual Dining,"Paneer Tikka, Chilli Chicken, Pizza, Mocktails, Chowmein, Pasta Alfredo, Tandoori Aloo",4.5 /5,823,BTM
Rangla Punjab,Quick Bites,"Naan, Paratha, Sweet Lassi, Egg Masala, Matar Paneer, Dal Tadka, Panneer Butter Masala",2.9/5,313,Bellandur
Cafe Rossini,Casual Dining,"Pasta, Sandwiches, Chilli Paneer, Chicken Parmigiana, Mocktails, Lamb, Minestrone Soup",3.9 /5,431,New BEL Road
B.M.W - Bhookh Mitaane Wala,Delivery,"Butter Chicken, Pasta, Gulab Jamun, Rolls, Fruit Custard, Masala Maggi, Gajar Ka Halwa",3.7/5,500,Koramangala 1st Block
Hotel Janardhan,Quick Bites,"Upma, Filter Coffee, Sagu Masala Dosa, Badam Halwa, Rava Idli, Hot Coffee, Kesari Bath",4.1 /5,485,Race Course Road
Gurukrupa Paratha House,Casual Dining,"Paratha, Naan, Kadai Paneer, Malai Kofta, Panneer Butter Masala, Lassi, Chicken Keema",3.1/5,330,Domlur
The Yellow Chilli,Casual Dining,"Spring Roll, Tomato Soup, Mocktails, Sweet Corn Soup, Gulab Jamun, Roti, Paneer Tikka",3.8/5,584,Jayanagar
Kargeens,Cafe,"Mocktails, Pasta Alfredo, Nachos, Veggie Pizza, Chicken Steak, Hot Chocolate, Noodles",4.1 /5,992,Koramangala 6th Block
Magic Oven,"Cafe, Dessert Parlor","Sandwiches, Burgers, Coffee, Ginger Tea, Red Velvet, Chicken Penne, White Sauce Pasta",4.0/5,135,Electronic City
Punjabi Nukkad Pure Veg,Quick Bites,"Lassi, Dal Makhani, Ajwaini Paratha, Mushroom Masala, Roti, Shahi Tukda, Shahi Paneer",4.0/5,769,HSR
The Paramount Hotel,Casual Dining,"Egg Paratha, Tangdi Kabab, Butter Chicken, Ghee Rice, Faluda, Shawarma, Chicken Kebab",2.9/5,319,Domlur
Spoonful Of Sugar,"Dessert Parlor, Cafe","Chicken Lasagne, Bannoffee Pie, Cup Cake, Salad, Salads, Nutella Cheesecake, Tiramisu",4.0/5,861,Indiranagar
Shuddh Desi Khana,Quick Bites,"Paratha, Chicken Kebab, Biryani, Lassi, Butter Chicken, Veg Kolhapuri, Pahari Chicken",4.0/5,597,Bannerghatta Road
Dhaba - Estd 1986 Delhi,"Casual Dining, Bar","Gajar Halwa, Shikanji, Kheer, Lunch Buffet, Dal Makhani, Panner Tikka, Butter Chicken",4.4/5,1414,Indiranagar
Melange - Hotel Ekaa,Casual Dining,"Anjal Masala Fry, Pasta, Veg Platter, Biryani, Jeera Rice, Murgh Ghee Roast, Sea Food",3.2/5,427,Electronic City
Punjabi Raswada,Casual Dining,"Gajar Ka Halwa, Lassi, Jeera Rice, Shahi Paneer, Shikanji, Makke Ki Roti, Kofta Curry",3.5/5,432,Jayanagar
Bootlegger,Lounge,"Cocktails, Pasta, Chilli Pork, Beer, Beetroot Burger, Chicken Nachos, Pepperoni Pizza",4.0/5,601,Indiranagar
Tata Cha,Cafe,"Poha, Masala Tea, Hot Chocolate, Gulkand Chai, Kadak Chai, Iced Peach Tea, Bun Maskas",3.9/5,661,Indiranagar
Bangalore Pub Exchange,"Pub, Casual Dining","Pizza, Fish, Cocktails, Cosmopolitan, Pasta Alfredo, Brownie Chocolate, Potli Biryani",4.2 /5,228,MG Road
Saara's Cafe - SS Lumina Hotel,Casual Dining,"Baklava, Mutton Biryani, Salad, Rice Pudding, Jeera Rice, Fish, Panneer Butter Masala",4.2 /5,117,Koramangala 7th Block
Funky Punjab,Quick Bites,"Roti, Dal Makhani, Lassi, Panneer Butter Masala, Kulcha, Masala Papad, Butter Chicken",3.8 /5,128,BTM
Falahaar,Quick Bites,"Sabudana Khichdi, Pav Bhaji, Pyaz Kachori, Chole Bhature, Faluda, Malai Ghewar, Lassi",3.9 /5,154,Koramangala 6th Block
Cafe Imroze,"Cafe, Casual Dining","Pasta, Burgers, Fries, Bbq Chicken Pizza, Peri Peri Chicken Pizza, Bbq Burger, Nachos",3.7 /5,97,Infantry Road
Kuttanadu,Casual Dining,"Pothichoru, Kerala Parotta, Beef Fry, Vegetable Stew, Chicken Curry, Paratha, Biryani",2.8/5,261,HSR
Kaayal,Casual Dining,"Appam, Fish Curry, Buttermilk, Chicken Stew, Kadala Curry, Kerala Parotta, Roast Beef",3.0/5,253,Jeevan Bhima Nagar
The Tao Terraces,Casual Dining,"Salads, Cocktails, Khao Suey, Jumbo Prawns, Veg Sushi, Espresso Martini, Tom Yum Soup",4.0/5,1907,MG Road
Zoey's,Quick Bites,"Waffles, Sandwiches, Burgers, Pasta Primavera, Veg Burger, Omelette, Chicken Sausages",4.3 /5,901,Sarjapur Road
Brimstone Cafe,"Cafe, Casual Dining","Pasta, Pizza, Sandwiches, Chilli Cheese Garlic Bread, Hazelnut Latte, Tea, Cappuccino",4.0/5,390,HSR
Berrylicious Cafe,"Casual Dining, Cafe","Waffles, Sandwiches, Nachos, Burgers, Chicken Keema Pizza, Penne Pasta, Smoothie Bowl",4.1/5,124,MG Road
Bubblewrap Waffle Co.,Dessert Parlor,"Pizza Waffles, Sandwich, Hot Chocolate, Fries, Marshmallow, Cheesecake, Nutella Shake",4.4 /5,362,Jayanagar
Benjarong,Casual Dining,"Tom Yum Soup, Cocktails, Jasmine Rice, Clear Soup, Sea Food, Pad Thai, Lemongrass Tea",4.3 /5,860,Ulsoor
JW Kitchen - JW Marriott Bengaluru,Fine Dining,"Pasta, Breakfast Buffet, Lasagne, Salads, Chocolate Cake, Chicken Soup, Seafood Salad",4.4 /5,2143,Lavelle Road
Maiyas,Quick Bites,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath",4.0 /5,1784,Jayanagar
Chocolat Boulangerie Patisserie,Dessert Parlor,"Cheesecake, Tikka, Chocolate Donut, Lemon Tarts, Chocolate Eclairs, Brownie, Macaroon",4.1 /5,445,Koramangala 4th Block
Le Jardin - The Oberoi,Fine Dining,"Breakfast Buffet, Biryani, Salads, Chocolate Cake, Pasta, Paneer Tikka, Mushroom Soup",4.3/5,687,MG Road
Vasudev Adiga's,Quick Bites,"Puri Saagu, Idli Sambar, Filter Coffee, Plain Dosa, Idli Vada, Vada Sambar, Rava Idli",3.8 /5,266,Jayanagar
Bulls N Bears - Bar Trade Xchange,"Pub, Bar","Pizza, Mango Cheesecake, Beer, Mocktails, Crispy Water Chestnuts, Cosmopolitan, Prawn",3.9 /5,151,Koramangala 5th Block
The French Loaf,"Bakery, Quick Bites","Coffee, Pasta, Sandwiches, Sunday Breakfast, Apple Pie, Hot Chocolate, Chicken Quiche",2.8/5,142,Frazer Town
Red Onion,Casual Dining,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey",4.2 /5,570,Shanti Nagar
TLP Cafe,Cafe,"Coffee, Sandwich, Mudpie, Sandwiches, Rainbow Cake, White Sauce Pasta, Rainbow Pastry",3.9 /5,252,Malleshwaram
Cafe Vivacity,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",3.8/5,90,Banashankari
Yomama!!,Quick Bites,"Burgers, Steak, Pancakes, Beef Burger, Oreo Thick Shakes, Chicken Juicy Burger, Pasta",4.0/5,340,Indiranagar
Biryani Day,Quick Bites,"Donne Biryani, Chicken Kebab, Chicken Lollipop, Mutton Biryani, Chicken Biryani Combo",3.8 /5,216,Rajajinagar
Nayi Dilli by Anand Sweets,Casual Dining,"Phirni, Butter Naan, Kadhai Paneer, Tandoori Roti, Paratha, Dal Makhani, Paneer Tikka",4.0/5,119,Sarjapur Road
Ivy,Casual Dining,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken",3.8/5,210,Kumaraswamy Layout
Cobaja,Casual Dining,"Cocktails, Badam Milk, Mutton Liver Fry, Neer Dosa, Paan Mojito, Veg Thali, Mocktails",4.2 /5,82,Brigade Road
Casa Piccosa,"Casual Dining, Bar","Cocktails, Cajun Chicken, Beer, Salads, Chilli Babycorn, Chicken Tacos, Murgh Platter",4.1/5,842,JP Nagar
Jumping Beans,Cafe,"Jackfruit Biryani, Naan, Tomato Soup, Soya Chaap Tikka, Raita, Peri Peri Fries, Kheer",4.0/5,220,Old Madras Road
The Fatty Bao - Asian Gastro Bar,"Casual Dining, Bar","Ramen, Cocktails, Crab Sushi, Maki Roll, Creme Brulee, Thai Chicken Salad, Beef Salad",4.6/5,3760,Indiranagar
Kudla - Hotel Ramanashree,Casual Dining,"Neer Dosa, Fish, Murgh Ghee Roast, Appam, Chicken Sukha, Crab Masala, Chicken Biryani",4.2 /5,354,Richmond Road
Matsuri - The Chancery Hotel,"Casual Dining, Bar","Squid Rings, Udon Noodle, Miso Soup, Tempura Prawns, Sushi Platter, Fish, Egg Custard",4.4 /5,185,Lavelle Road
The Chocolate Heaven,"Dessert Parlor, Cafe","Paneer Pizza, Sizzler Brownie, Hot Chocolate, Pancakes, Pasta, Coffee, Nutella Waffle",3.8 /5,139,Old Airport Road
The Rogue Elephant,Casual Dining,"Salads, Masala Chai, Brownie, Wine Sauteed Mushrooms, Salad, Apple Pie, Pasta Alfredo",4.3/5,1037,Basavanagudi
NH-1,Delivery,"Lassi, Aloo Gobhi, Butter Chicken, Roti, Afghan Chicken, Matar Paneer, Laccha Paratha",3.8/5,376,Bellandur
New Tandoor,Casual Dining,"Rolls, Butter Naan, Shawarma, Tandoori Chicken, Biryani, Rumali Roti, Sweet Corn Soup",3.5 /5,293,CV Raman Nagar
Barbecued - By The Orchard,Casual Dining,"Vegetable Biryani, Panipuri, Chaat, Paneer Tikka, Lunch Buffet, Curd Rice, Vegetarian",4.3 /5,592,Sadashiv Nagar
Cafe Palmyra,"Casual Dining, Cafe","Club Sandwich, Pork Chops, Sunday Brunch, Burgers, Fish Fingers, Pizza, Chicken Tikka",4.2 /5,519,Whitefield
Aqni,Casual Dining,"Kheer, Butter Chicken, Kebab Manchurian, Raita, Rolls, Chicken Rara, Brain Pepper Fry",3.9/5,358,HBR Layout
Karama Restaurant,Casual Dining,"Mutton Mandi, Laccha Paratha, Mutton Nihari, Chicken Curry, Tawa Chicken, Rabri, Raan",4.1 /5,1574,Koramangala 5th Block
Harry's Bar + Cafe,Pub,"Cocktails, Beer, Long Island Iced Tea, Pasta, Chicken Satay, Lamb Burger, Onion Rings",4.1 /5,1218,Whitefield
Foodism,Delivery,"Poha, Nachos, Sweet Lassi, Aloo Paratha, Chole Bhature, Paneer Parantha, Palak Paneer",4.1/5,319,Marathahalli
Chetty's Corner,Quick Bites,"Burgers, Bun Nippat Masala, Masala Cola, Pizza, Masala Pepsi, Masala Soda, Sandwiches",4.2 /5,740,Seshadripuram
D'7 Feast Resto Cafe,Casual Dining,"Mocktails, Burgers, Fish, Butter Chicken Pizza, Peri Peri Chicken Wings, Pasta, Steak",4.1 /5,147,New BEL Road
Delhi Walle,Quick Bites,"Chole Bhature, Deluxe Thali, Lassi, Chaat, Aloo Paratha, Soya Chaap Biryani, Dahipuri",3.9 /5,632,Marathahalli
Panda Boy,Casual Dining,"Noodles, Chop Suey, Chicken Wings, Chilli Chicken, Honey Chilli Wings, Spring Chicken",3.9/5,115,Kammanahalli
Momo Jojo,Quick Bites,"Noodles, Corn Momo, Manchurian, Momo Platter, Veg Momos, Potato Momos, Tandoori Momos",4.3/5,539,JP Nagar
Masala Klub - The Taj West End,Fine Dining,"Chocolate Cake, Wine, Meat Curry, Dal Makhani, Tamarind Sorbet, Mutton Biryani, Kulfi",4.4/5,309,Race Course Road
Malties - Radisson Blu,Lounge,"Cocktails, Jumbo Prawns, Charcuterie Platter, Chicken Burger, Chicken Tikka, Shawarma",4.3 /5,53,Marathahalli
Hard Rock Cafe,"Casual Dining, Bar","Burgers, Cocktails, Legendary Hrc Burger, Nachos, Sandwiches, Bloody Mary, Mocktails",4.5 /5,5282,St. Marks Road
Shiro,"Fine Dining, Lounge","Sushi, Dumplings, Sea Food, Chocolate Volcano, Lamb, Sunday Brunch, Chicken Yakitori",4.4/5,2229,Lavelle Road
Cafe Petu,Quick Bites,"Paratha, Pizza Parantha, Tea, Sandwich, Honey Chilli Potatoes, Pasta Alfredo, Coffee",3.8/5,373,Marathahalli
Koramangala Social,Lounge,"Manchow Soup, Caramel Custard, Cocktails, Bbq Platter, Pork Ribs, Mocktails, Paratha",4.6 /5,4707,Koramangala 7th Block
Hatti Punjab Di,"Takeaway, Delivery","Aloo Paratha, Burgers, Momos, Gulab Jamun, Mutton Roganjosh, Noodles, Butter Chicken",3.9 /5,234,Koramangala 1st Block
Salut,"Pub, Casual Dining","Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",4.1/5,442,Jayanagar
Le Charcoal Xpress,Quick Bites,"Pita Bread, Rolls, Shawarma Roll, Lebanese Shawarma, Chicken Grill, Barbeque Chicken",4.0/5,164,HSR
Oye Amritsar,Casual Dining,"Paneer Makhani, Chaat, Jalebi, Hara Bhara Kabab, Makke Ki Roti, Punjabi Lassi, Rabri",3.9 /5,1489,Indiranagar
Vaho Kafe & Pressery,Cafe,"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta",3.9/5,124,Bannerghatta Road
Seasons,Casual Dining,"Chilli Prawns, Barbeque Chicken, Vegetarian, Shawarma, Noodles, Roti, Mutton Biryani",2.9/5,380,Electronic City
New Punjabi Hotel,Quick Bites,"Tandoori Chicken, Butter Chicken, Tandoori Roti, Bhindi Masala, Paratha, Dal Makhani",3.7 /5,181,BTM
Salt - Indian Restaurant Bar & Grill,Casual Dining,"Dahi Kebab, Lamb, Mocktails, Lassi, Vegetable Biryani, Galauti Kebab, Mutton Biryani",4.4 /5,684,Koramangala 7th Block
PagalKhana,Casual Dining,"Mocktails, Pasta, Wood Fire Pizza, Paneer Malai Tikka, French Fries, Nachos, Burgers",3.9 /5,158,Koramangala 4th Block
Inchara,Casual Dining,"Paneer Tikka, Chicken Biryani, Cocktails, Prawn, Barbeque Chicken, Malai Kofta, Roti",3.7/5,535,JP Nagar
Veena Stores,Quick Bites,"Kesari Bath, Idli Vada, Sweet Pongal, Filter Coffee, Idli Chatni, Idli Chutney, Upma",4.5 /5,2416,Malleshwaram
Burma Burma,Casual Dining,"Samosa Soup, Khau Suey, Khao Suey, Salads, Crispy Corn, Avocado Ice Cream, Mocktails",4.7 /5,1677,Indiranagar
Oldtown Dilli,Casual Dining,"Rabri, Tandoori Roti, Mutton Roganjosh, Shahi Tukda, Naan, Mutton Seekh, Malai Kofta",4.1/5,252,Koramangala 4th Block
MTR 1924,Quick Bites,"Filter Coffee, Rava Idli, Rava Masala Dosa, Vada, Raagi Dosa, Podi Dosa, Badam Halwa",4.2 /5,700,St. Marks Road
The Hidden Home,Casual Dining,"Brownie Chocolate, Manchow Soup, Jalebi, Rabri, Beer, Paneer Tikka, Tandoori Chicken",4.2 /5,1060,Sarjapur Road
Lucknowiz,Quick Bites,"Tikki, Chicken Tikka, Chicken Biryani, Thali, Shammi Kebab Roll, Rumali Roti, Nihari",3.5/5,323,Koramangala 1st Block
Peppy Peppers,Casual Dining,"Pasta, Pepper Pizza, Paneer Pizza, Peppy Paneer, Nachos, Supreme Pizza, Manchow Soup",4.2/5,244,Banashankari
Dunkin' Donuts,"Quick Bites, Dessert Parlor","Burgers, Coffee, Chocolate Donut, Bagel, Chocolate Drink, Dunkaccinos, Hot Chocolate",4.0 /5,1084,Brigade Road
Chandni Chowk 2 Bangalore,Quick Bites,"Lassi, Soya Chaap, Tandoori Chaap, Malai Chaap, Biryani, Laccha Paratha, Gulab Jamun",4.2 /5,252,Jeevan Bhima Nagar
M.M.A. Kabab's & Biriyani Center,Quick Bites,"Biryani, Chicken Grill, Roast Chicken, Tandoori Chicken, Pepper Chicken, Roti, Rolls",3.2/5,789,Brookefield
Folklore Restaurant,Casual Dining,"Duck Roast, Appam, Kadala Curry, Chicken Curry, Chicken Biryani, Fish Fry, Egg Curry",3.2 /5,263,Sarjapur Road
Chubalas Curry And Rice,Quick Bites,"Chicken Curry, Prawn Curry, Smoked Pork Thali, Momos, Pork Fry, Pork Vindaloo, Salad",4.0 /5,211,Kammanahalli
Calicut Restaurant,Casual Dining,"Fried Fish, Paratha, Vegetable Stew, Appam, Chicken Biryani, Chicken Curry, Sea Food",3.9 /5,171,Yeshwantpur
Brewklyn Microbrewery,"Microbrewery, Casual Dining","Pizza, Craft Beer, Apple Crumble, Pork Chilli, Mojito, Chips, Stuffed Chicken Breast",4.4 /5,2392,Kalyan Nagar
Raghavendra Tiffin,Quick Bites,"Idli Sambar, Bisi Bele Bhaath, Podi Masala Dosa, Tea, Filter Coffee, Curd Rice, Vada",4.4/5,222,HSR
Flechazo,Casual Dining,"Pizza, Mutton Kebab, Chicken Biryani, Sea Food, Chicken Dim Sum, Mutton Keema, Pasta",4.9/5,2745,Whitefield
Chowpatty,Quick Bites,"Gulab Jamun, Chaat, Paratha, Vada Pav, Masala Pav Bhaji, Buttermilk, Aloo Tikki Chat",3.9/5,924,Indiranagar
The Coastal Crew by Fujian on 24th,"Casual Dining, Bar","Sea Food, Mocktails, Noodles, Murgh Ghee Roast, Cocktails, Tom Yum Soup, Spring Roll",4.2/5,1033,JP Nagar
Ludo CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Cafe,"Lemon Soda, Wine, Coffee, Fried Rice Chicken, Chilli Chicken, Milk Shake, Oreo Shake",3.9/5,144,Kumaraswamy Layout
Mughlai Azam,Casual Dining,"Dal Makhani, Roti, Adrak Ke Panje, Mocktails, Paratha, Lal Maans, Paneer Malai Tikka",4.0 /5,117,New BEL Road
Malhar Maharashtrian Cuisine,Casual Dining,"Brinjal Curry, Misal Pav, Chicken Thali, Chicken Kolhapuri, Sabudana Vada, Veg Thali",4.0/5,101,Bannerghatta Road
V B Bakery,Bakery,"Honey Cake, Apple Cake, Potato Bun, Fruit Cake, Bun Butter Jam, Bun Masala, Veg Puff",4.2/5,502,Basavanagudi
Ragoo's,Casual Dining,"Pasta, Corn Augratin, Lasagne, Peri Peri Pizza, Fries, Garlic Bread, Pili Pili Pizza",3.9 /5,234,Jayanagar
The Roastery,Cafe,"Coffee, Caramel Macchiato, Cappuccino, Cafe Mocha, Fruit Tart, Sandwiches, Americano",4.3/5,167,Kalyan Nagar
